model,accent,speaker,utt_id,text,synth,ref,evaluable,f0_rmse,mcd,wer,ppg_kl,aid_pred,aid_correct,cs_accent,speaker_sim,utmos
xtts,Vietnamese,HQTV,arctic_a0007,And you always want to see it in the superlative degree.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/HQTV/arctic_a0007.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/HQTV/wav/arctic_a0007.wav,True,108.500569311207,10.289561012646308,0.0,0.5940635204315186,English,False,0.4213134269490025,0.5179728622795128,3.458652973175049
xtts,Vietnamese,HQTV,arctic_a0023,A combination of Canadian capital quickly organized and petitioned for the same privileges.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/HQTV/arctic_a0023.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/HQTV/wav/arctic_a0023.wav,True,236.17513590058195,8.327652858439972,0.0769230769230769,0.55241858959198,Scottish,False,0.4020519153760709,0.5916960091215746,3.509323835372925
xtts,Vietnamese,HQTV,arctic_a0268,Now go ahead and tell me in a straightforward way what has happened.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/HQTV/arctic_a0268.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/HQTV/wav/arctic_a0268.wav,True,111.9665676064976,9.2985195594026,0.0,0.4052108824253082,American,False,0.4800467865434261,0.5676073611771385,3.377857208251953
xtts,Vietnamese,HQTV,arctic_a0319,"And the Edinburgh Evening News says, with editorial gloom.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/HQTV/arctic_a0319.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/HQTV/wav/arctic_a0319.wav,True,115.00345670023825,12.44709561006739,0.0,0.7848606705665588,Canadian,False,0.3306247070132049,0.6119966156435491,2.691498279571533
xtts,Vietnamese,HQTV,arctic_a0323,He considered the victory already his and stepped forward to the meat.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/HQTV/arctic_a0323.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/HQTV/wav/arctic_a0323.wav,True,82.22303313366848,7.530329878985513,0.0833333333333333,0.4503183364868164,NewZealand,False,0.5336875970897601,0.5824142810959196,3.3122494220733643
xtts,Vietnamese,HQTV,arctic_a0344,He seemed to fill it with his tremendous vitality.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/HQTV/arctic_a0344.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/HQTV/wav/arctic_a0344.wav,True,288.42200158104436,9.940450038340902,0.0,0.4056572616100311,hongkong,False,0.6509273444168944,0.6463703634017027,3.808736562728882
xtts,Vietnamese,PNV,arctic_a0525,"The Oligarchy wanted violence, and it set its agents provocateurs to work.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/PNV/arctic_a0525.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/PNV/wav/arctic_a0525.wav,True,357.527545716335,8.924579286723748,0.0,0.3230256140232086,American,False,0.6977297522566028,0.623584725433572,3.6191306114196777
xtts,Vietnamese,PNV,arctic_a0027,To my surprise he began to show actual enthusiasm in my favor.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/PNV/arctic_a0027.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/PNV/wav/arctic_a0027.wav,True,454.2660567038045,7.882458296172011,0.0,0.2585915625095367,Canadian,False,0.542224995719069,0.5232851474704917,3.5675885677337646
xtts,Vietnamese,PNV,arctic_a0002,"Not at this particular case, Tom, apologized Whittemore.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/PNV/arctic_a0002.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/PNV/wav/arctic_a0002.wav,True,388.8667857366844,7.885218389436504,0.25,0.2873341739177704,Australian,False,0.7029172187695194,0.6145885671828025,3.5805294513702393
xtts,Vietnamese,PNV,arctic_b0362,We threaten to be of the one mind before the voyage is completed.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/PNV/arctic_b0362.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/PNV/wav/arctic_b0362.wav,True,592.1615177955208,8.7497276713834,0.0,0.3753451108932495,English,False,0.6758892408091212,0.6260276248147464,2.7158358097076416
xtts,Vietnamese,PNV,arctic_a0007,And you always want to see it in the superlative degree.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/PNV/arctic_a0007.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/PNV/wav/arctic_a0007.wav,True,101.60499074596036,8.739586647220726,0.0,0.2470072507858276,Canadian,False,0.6571660059818624,0.4776289027262935,3.178250551223755
xtts,Vietnamese,PNV,arctic_a0023,A combination of Canadian capital quickly organized and petitioned for the same privileges.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/PNV/arctic_a0023.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/PNV/wav/arctic_a0023.wav,True,361.17496635542045,8.362696069348146,0.0,0.2280372679233551,Canadian,False,0.5646838954928651,0.6148698999044282,3.2849812507629395
xtts,Vietnamese,PNV,arctic_a0268,Now go ahead and tell me in a straightforward way what has happened.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/PNV/arctic_a0268.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/PNV/wav/arctic_a0268.wav,True,131.43185813695763,8.756259199974341,0.0769230769230769,0.3417822420597076,American,False,0.5062183415429246,0.4413546989332365,3.0422627925872803
xtts,Vietnamese,PNV,arctic_a0319,"And the Edinburgh Evening News says, with editorial gloom.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/PNV/arctic_a0319.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/PNV/wav/arctic_a0319.wav,True,131.52144907301275,9.075090187521166,0.1111111111111111,0.4258590638637543,Canadian,False,0.5833962642847175,0.5586004753464799,2.846601724624634
xtts,Vietnamese,PNV,arctic_a0323,He considered the victory already his and stepped forward to the meat.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/PNV/arctic_a0323.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/PNV/wav/arctic_a0323.wav,True,117.92726737646176,7.887409632953486,0.0833333333333333,0.2701257765293121,Canadian,False,0.6125317435503236,0.4225100286688411,3.248962879180908
xtts,Vietnamese,PNV,arctic_a0344,He seemed to fill it with his tremendous vitality.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/PNV/arctic_a0344.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/PNV/wav/arctic_a0344.wav,True,79.33604788624457,10.633106802995576,0.0,0.3725179135799408,Canadian,False,0.4646477572083414,0.3749685853877398,3.415398120880127
xtts,Vietnamese,THV,arctic_a0525,"The Oligarchy wanted violence, and it set its agents provocateurs to work.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/THV/arctic_a0525.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/THV/wav/arctic_a0525.wav,True,97.73484967163007,9.371680685507442,0.0,0.5937159657478333,hongkong,False,0.7253158475497826,0.623559813080057,2.7217864990234375
xtts,Vietnamese,THV,arctic_a0027,To my surprise he began to show actual enthusiasm in my favor.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/THV/arctic_a0027.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/THV/wav/arctic_a0027.wav,True,68.44068223013988,10.871412179110882,0.0,0.3589104413986206,English,False,0.5157772458545128,0.6157930976825488,2.867406129837036
xtts,Vietnamese,THV,arctic_a0002,"Not at this particular case, Tom, apologized Whittemore.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/THV/arctic_a0002.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/THV/wav/arctic_a0002.wav,True,84.2402180827513,12.310706022416966,0.25,0.4783233404159546,filipino,False,0.5933931092594857,0.5174578860482537,2.2731473445892334
xtts,Vietnamese,THV,arctic_b0362,We threaten to be of the one mind before the voyage is completed.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/THV/arctic_b0362.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/THV/wav/arctic_b0362.wav,True,104.531103468569,10.975758898402797,0.0,0.740474283695221,Canadian,False,0.5392801209944873,0.5388415804244168,2.6939759254455566
xtts,Vietnamese,THV,arctic_a0007,And you always want to see it in the superlative degree.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/THV/arctic_a0007.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/THV/wav/arctic_a0007.wav,True,62.239456938504816,10.76614694138351,0.0909090909090909,0.4598952233791351,Canadian,False,0.5830300102619118,0.5012126520852674,2.8742575645446777
xtts,Vietnamese,THV,arctic_a0023,A combination of Canadian capital quickly organized and petitioned for the same privileges.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/THV/arctic_a0023.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/THV/wav/arctic_a0023.wav,True,83.39232146474446,9.747072596113568,0.0,0.5258762240409851,hongkong,False,0.6762774129956579,0.591034002095491,2.751329183578491
xtts,Vietnamese,THV,arctic_a0268,Now go ahead and tell me in a straightforward way what has happened.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/THV/arctic_a0268.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/THV/wav/arctic_a0268.wav,True,312.3329524703522,10.478453871335446,0.1538461538461538,0.421424388885498,hongkong,False,0.7391891085721928,0.5974513108709496,3.028867483139038
xtts,Vietnamese,THV,arctic_a0319,"And the Edinburgh Evening News says, with editorial gloom.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/THV/arctic_a0319.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/THV/wav/arctic_a0319.wav,True,104.44790835106456,10.033607965003425,0.1111111111111111,0.3972359299659729,hongkong,False,0.727350086271954,0.55344073535539,2.746091604232788
xtts,Vietnamese,THV,arctic_a0323,He considered the victory already his and stepped forward to the meat.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/THV/arctic_a0323.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/THV/wav/arctic_a0323.wav,True,55.449214463465445,9.10722159498962,0.0833333333333333,0.3016537725925445,English,False,0.4707897583565205,0.5677388326633404,2.1352803707122803
xtts,Vietnamese,THV,arctic_a0344,He seemed to fill it with his tremendous vitality.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/THV/arctic_a0344.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/THV/wav/arctic_a0344.wav,True,118.3723595434171,10.07616094068403,0.0,0.4204141199588775,hongkong,False,0.6558314004292336,0.6733132158517189,2.8527188301086426
xtts,Vietnamese,TLV,arctic_a0525,"The Oligarchy wanted violence, and it set its agents provocateurs to work.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/TLV/arctic_a0525.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/TLV/wav/arctic_a0525.wav,True,376.3493750454893,9.968872146904433,0.0,0.5873250365257263,Canadian,False,0.2937737457381346,0.3850602889910212,3.225739002227783
xtts,Vietnamese,TLV,arctic_a0027,To my surprise he began to show actual enthusiasm in my favor.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/TLV/arctic_a0027.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/TLV/wav/arctic_a0027.wav,True,82.31486928203213,10.24901904684502,0.0,0.3490736484527588,Canadian,False,0.2010385092873126,0.3150009926897728,3.7534232139587402
xtts,Vietnamese,TLV,arctic_a0002,"Not at this particular case, Tom, apologized Whittemore.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/TLV/arctic_a0002.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/TLV/wav/arctic_a0002.wav,True,71.58013282342917,10.882830336183668,0.25,0.5019001364707947,American,False,0.3129629798310051,0.5644117282072223,3.477278470993042
xtts,Vietnamese,TLV,arctic_b0362,We threaten to be of the one mind before the voyage is completed.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/TLV/arctic_b0362.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/TLV/wav/arctic_b0362.wav,True,276.4899353505163,10.348956282808471,0.0,0.7332585453987122,American,False,0.1268519366311115,0.3524562778849137,3.21720027923584
xtts,Vietnamese,TLV,arctic_a0007,And you always want to see it in the superlative degree.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/TLV/arctic_a0007.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/TLV/wav/arctic_a0007.wav,True,193.6287821145345,11.97816786446072,0.0,0.4306188821792602,Canadian,False,0.2933146983585356,0.4448060111202365,3.2042675018310547
xtts,Vietnamese,TLV,arctic_a0023,A combination of Canadian capital quickly organized and petitioned for the same privileges.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/TLV/arctic_a0023.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/TLV/wav/arctic_a0023.wav,True,281.92754895033386,8.236578968747342,0.0,0.3949624001979828,American,False,0.234097006075511,0.4419700566986821,3.109769821166992
xtts,Vietnamese,TLV,arctic_a0268,Now go ahead and tell me in a straightforward way what has happened.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/TLV/arctic_a0268.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/TLV/wav/arctic_a0268.wav,True,269.4109555993258,8.50252742196819,0.0,0.3462020456790924,American,False,0.4418193268433472,0.4445704366394607,3.1137754917144775
xtts,Vietnamese,TLV,arctic_a0319,"And the Edinburgh Evening News says, with editorial gloom.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/TLV/arctic_a0319.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/TLV/wav/arctic_a0319.wav,True,453.4681172181056,12.624976506457836,0.0,0.8406336307525635,Canadian,False,0.4075666264011259,0.4499472818125607,2.651698112487793
xtts,Vietnamese,TLV,arctic_a0323,He considered the victory already his and stepped forward to the meat.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/TLV/arctic_a0323.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/TLV/wav/arctic_a0323.wav,True,378.10890367997325,9.532565968346807,0.0833333333333333,0.5440744161605835,American,False,0.4408693838444101,0.4491239886879266,3.1736531257629395
xtts,Vietnamese,TLV,arctic_a0344,He seemed to fill it with his tremendous vitality.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Vietnamese/TLV/arctic_a0344.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/TLV/wav/arctic_a0344.wav,True,72.16841590874128,9.717046802526935,0.0,0.6943244934082031,American,False,0.2246845117883887,0.3997870066271714,3.2081503868103027
vits,Arabic,ABA,arctic_a0525,"The Oligarchy wanted violence, and it set its agents provocateurs to work.",/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/ABA/arctic_a0525.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ABA/wav/arctic_a0525.wav,True,266.2649429939091,8.128264852756454,0.1666666666666666,0.6054234504699707,Canadian,False,0.3474289237388408,0.0829219607387999,3.4634523391723633
vits,Arabic,ABA,arctic_a0027,To my surprise he began to show actual enthusiasm in my favor.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/ABA/arctic_a0027.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ABA/wav/arctic_a0027.wav,True,314.7489459151593,8.874715211573328,0.0,0.5053863525390625,Canadian,False,0.2859295405706603,0.0420775310175432,3.88089656829834
vits,Arabic,ABA,arctic_a0002,"Not at this particular case, Tom, apologized Whittemore.",/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/ABA/arctic_a0002.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ABA/wav/arctic_a0002.wav,True,333.7119062359571,8.919364807512157,0.5,0.7125247120857239,Canadian,False,0.4225947515259438,0.04939412981409,3.5795814990997314
vits,Arabic,ABA,arctic_b0362,We threaten to be of the one mind before the voyage is completed.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/ABA/arctic_b0362.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ABA/wav/arctic_b0362.wav,True,212.3211460460213,8.952622880306334,0.0,0.7499504089355469,Australian,False,0.1478693488036814,0.0448490346693646,3.61344838142395
vits,Arabic,ABA,arctic_a0007,And you always want to see it in the superlative degree.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/ABA/arctic_a0007.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ABA/wav/arctic_a0007.wav,True,292.97743909132964,9.41950656355431,0.0,0.6138508915901184,NewZealand,False,0.1903197496996968,0.0552572342880612,3.8073296546936035
vits,Arabic,ABA,arctic_a0023,A combination of Canadian capital quickly organized and petitioned for the same privileges.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/ABA/arctic_a0023.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ABA/wav/arctic_a0023.wav,True,201.23925109407585,9.334224667324426,0.1538461538461538,0.5213996767997742,NewZealand,False,0.2282859455386797,0.0129685010335983,2.940293312072754
vits,Arabic,ABA,arctic_a0268,Now go ahead and tell me in a straightforward way what has happened.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/ABA/arctic_a0268.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ABA/wav/arctic_a0268.wav,True,365.3771605937734,11.552144419164396,0.0,0.6980646252632141,NewZealand,False,0.2497657858329461,0.0849017803558579,3.7929811477661133
vits,Arabic,ABA,arctic_a0319,"And the Edinburgh Evening News says, with editorial gloom.",/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/ABA/arctic_a0319.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ABA/wav/arctic_a0319.wav,True,358.62324230487326,10.143073655493364,0.0,0.8711366653442383,Canadian,False,0.3314750965769309,0.1094413831219688,3.7251765727996826
vits,Arabic,ABA,arctic_a0323,He considered the victory already his and stepped forward to the meat.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/ABA/arctic_a0323.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ABA/wav/arctic_a0323.wav,True,101.65638503584866,10.365568911241402,0.0833333333333333,0.5344176888465881,NewZealand,False,0.3288772384943514,0.2202854623190037,3.8099939823150635
vits,Arabic,ABA,arctic_a0344,He seemed to fill it with his tremendous vitality.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/ABA/arctic_a0344.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ABA/wav/arctic_a0344.wav,True,343.8697503834236,9.40212203830043,0.1111111111111111,0.5390622019767761,NewZealand,False,0.1308064737577923,0.0621973812424101,3.131279468536377
vits,Arabic,SKA,arctic_a0525,"The Oligarchy wanted violence, and it set its agents provocateurs to work.",/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/SKA/arctic_a0525.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SKA/wav/arctic_a0525.wav,True,1077.6433185201956,8.199830562005737,0.1666666666666666,0.7143777012825012,Canadian,False,0.3342932706859688,0.1043641354289408,3.3979666233062744
vits,Arabic,SKA,arctic_a0027,To my surprise he began to show actual enthusiasm in my favor.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/SKA/arctic_a0027.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SKA/wav/arctic_a0027.wav,True,1097.0365338613417,9.374066950914797,0.0,0.5815157294273376,Canadian,False,0.3142060829231813,0.1499616184981475,3.7324342727661133
vits,Arabic,SKA,arctic_a0002,"Not at this particular case, Tom, apologized Whittemore.",/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/SKA/arctic_a0002.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SKA/wav/arctic_a0002.wav,True,923.7240614665636,8.941884825668815,0.5,1.4166768789291382,Canadian,False,0.2960220064233448,0.1921236876231097,3.5751280784606934
vits,Arabic,SKA,arctic_a0007,And you always want to see it in the superlative degree.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/SKA/arctic_a0007.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SKA/wav/arctic_a0007.wav,True,1016.7463054495894,11.223011615477835,0.0,0.5280072093009949,NewZealand,False,0.1609532989239466,0.097337956302886,3.635171413421631
vits,Arabic,SKA,arctic_a0023,A combination of Canadian capital quickly organized and petitioned for the same privileges.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/SKA/arctic_a0023.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SKA/wav/arctic_a0023.wav,True,690.0801396057856,9.681776232331345,0.1538461538461538,0.9053215980529784,NewZealand,False,0.2622844297424214,0.2106400932594788,3.1324753761291504
vits,Arabic,SKA,arctic_a0268,Now go ahead and tell me in a straightforward way what has happened.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/SKA/arctic_a0268.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SKA/wav/arctic_a0268.wav,True,992.3499796658724,10.856218442704852,0.0,0.6971813440322876,NewZealand,False,0.2184011316649758,0.1192690356980342,3.705731153488159
vits,Arabic,SKA,arctic_a0319,"And the Edinburgh Evening News says, with editorial gloom.",/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/SKA/arctic_a0319.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SKA/wav/arctic_a0319.wav,True,1045.5741799861255,10.11877465466141,0.0,1.3553410768508911,Canadian,False,0.3289759403764766,0.112543203691682,3.1264374256134033
vits,Arabic,SKA,arctic_a0323,He considered the victory already his and stepped forward to the meat.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/SKA/arctic_a0323.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SKA/wav/arctic_a0323.wav,True,1103.797826985152,9.12299630265913,0.0833333333333333,0.878354012966156,NewZealand,False,0.2328014572781229,0.1244726096339696,3.575608730316162
vits,Arabic,SKA,arctic_a0344,He seemed to fill it with his tremendous vitality.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/SKA/arctic_a0344.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SKA/wav/arctic_a0344.wav,True,843.5012386609998,11.31329913555553,0.1111111111111111,0.6617859601974487,NewZealand,False,0.1105450393432251,0.1491709765530211,3.2089428901672363
vits,Arabic,YBAA,arctic_a0525,"The Oligarchy wanted violence, and it set its agents provocateurs to work.",/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/YBAA/arctic_a0525.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_a0525.wav,True,366.7315636824774,8.964929134881922,0.1666666666666666,0.6482152342796326,Canadian,False,0.3216296375102009,-0.0493071391710423,3.570018768310547
vits,Arabic,YBAA,arctic_a0027,To my surprise he began to show actual enthusiasm in my favor.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/YBAA/arctic_a0027.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_a0027.wav,True,280.54470081184047,10.35151475398632,0.0,0.5948782563209534,Canadian,False,0.2828660062474138,0.0772428456391443,3.789337158203125
vits,Arabic,YBAA,arctic_a0002,"Not at this particular case, Tom, apologized Whittemore.",/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/YBAA/arctic_a0002.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_a0002.wav,True,161.22434242571447,11.176933859673053,0.5,0.6350669264793396,Canadian,False,0.2726787896805184,0.1642021571203086,3.6054468154907227
vits,Arabic,YBAA,arctic_b0362,We threaten to be of the one mind before the voyage is completed.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/YBAA/arctic_b0362.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_b0362.wav,True,404.5142792537011,9.72318247642456,0.0,0.5934157967567444,Australian,False,0.174758314646613,0.0909421158552305,3.419278144836426
vits,Arabic,YBAA,arctic_a0007,And you always want to see it in the superlative degree.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/YBAA/arctic_a0007.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_a0007.wav,True,261.3106649150131,14.327204112961349,0.0,0.6681392788887024,NewZealand,False,0.11271931071283,0.01558520418126,3.4461510181427
vits,Arabic,YBAA,arctic_a0023,A combination of Canadian capital quickly organized and petitioned for the same privileges.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/YBAA/arctic_a0023.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_a0023.wav,True,449.41266018041216,9.038387331794018,0.1538461538461538,0.6880303621292114,NewZealand,False,0.2194873638205602,0.1403427378887091,3.3764188289642334
vits,Arabic,YBAA,arctic_a0268,Now go ahead and tell me in a straightforward way what has happened.,/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/YBAA/arctic_a0268.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_a0268.wav,True,162.2007734540464,11.410444546777198,0.0,0.4699490070343017,NewZealand,False,0.2614715243275096,0.1331871737167829,3.8135504722595215
vits,Arabic,YBAA,arctic_a0319,"And the Edinburgh Evening News says, with editorial gloom.",/Users/diyagoel/slp-diss/SOTA_models_experiments/vits/outputs/vits/Arabic/YBAA/arctic_a0319.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_a0319.wav,True,457.6146926143781,9.810008782585914,0.0,0.7241727709770203,Canadian,False,0.41816198475854,-0.0790700880032101,3.404372215270996
